id_dokumen;par_id;tanggal;unit;jenis_laporan;paragraf_raw;paragraf_chars;paragraf_clean;topic_id;topic_score;pestle
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;467;2023;BPOM;dokumen_kebijakan;Loka POM di Kota Payakumbuh Balai POM di Payakumbuh Loka POM di Kab. Tangerang Balai POM di Tangerang;101;loka pom kota payakumbuh balai pom payakumbuh loka pom kab tangerang balai pom tangerang;5;0.8912240193898797;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;468;2023;BPOM;dokumen_kebijakan;Loka POM di Kota Tasikmalaya Balai POM di Tasikmalaya Loka POM di Kab. Bogor Balai POM di Bogor;95;loka pom kota tasikmalaya balai pom tasikmalaya loka pom kab bogor balai pom bogor;5;0.7748267896535557;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;469;2023;BPOM;dokumen_kebijakan;Loka POM di Kota Surakarta Balai POM di Surakarta Loka POM di Kab. Kediri Balai POM di Kediri;93;loka pom kota surakarta balai pom surakarta loka pom kab diri balai pom diri;5;0.7982105101835798;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;470;2023;BPOM;dokumen_kebijakan;Loka POM di Kab. Jember Balai POM di Jember Loka POM di Kota Palopo Balai POM di Palopo;87;loka pom kab jember balai pom jember loka pom kota palopo balai pom palopo;5;0.9666651394925196;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;471;2023;BPOM;dokumen_kebijakan;Pembentukan UPT 3 Loka POM Pos POM di Aruk Loka POM di Kab. Sambas Pos POM di Atambua Loka POM di Kab. Belu;107;bentuk upt loka pom pos pom aruk loka pom kab sambas pos pom atambua loka pom kab belu;5;0.9652702175351353;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;472;2023;BPOM;dokumen_kebijakan;Pos POM di Sumba Timur Loka POM di Kab. Sumba Timur Perubahan Lokasi Kedudukan 2 UPT BPOM dan Perubahan Wilayah;111;pos pom sumba timur loka pom kab sumba timur ubah lokasi duduk upt bpom ubah wilayah;5;0.9636616826691241;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;473;2023;BPOM;dokumen_kebijakan;Kerja 46 UPT BPOM Loka POM di Kab. Hulu Sungai Loka POM di Kab. Tabalong Utara Loka POM di Kota Sungai Penuh Loka POM di Kab. Bungo;131;kerja upt bpom loka pom kab hulu sungai loka pom kab tabalong utara loka pom kota sungai penuh loka pom kab bungo;5;0.9786144702572259;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;474;2023;BPOM;dokumen_kebijakan;Perubahan wilayah kerja 46 UPT BPOM Hasil evaluasi dan penataan UPT di Lingkungan BPOM ini telah mendapatkan;108;ubah wilayah kerja upt bpom hasil evaluasi tata upt lingkung bpom telah dapat;5;0.5050723573578276;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;475;2023;BPOM;dokumen_kebijakan;persetujuan tertulis Izin Prinsip Menteri PANRB nomor B/559/M.KT. tanggal 11 Mei 2023 hal Penataan UPT BPOM. Sebagai tindak lanjut, BPOM telah melakukan;152;tuju tulis izin prinsip menteri panrb nomor 559 tanggal mei 2023 hal tata upt bpom tindak lanjut bpom telah laku;5;0.33110225172146024;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;476;2023;BPOM;dokumen_kebijakan;penetapan 2 (dua) Peraturan BPOM sebagai berikut: 44 LAPORAN TAHUNAN | 2023 1. Peraturan BPOM Nomor 18 Tahun 2023 tentang Kriteria Klasifikasi Unit;147;tetap dua atur bpom ikut lapor tahun 2023 atur bpom nomor tahun 2023 tentang kriteria klasifikasi unit;3;0.8465151451606021;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;477;2023;BPOM;dokumen_kebijakan;Pelaksana Teknis pada BPOM. 2. Peraturan BPOM Nomor 19 Tahun 2023 tentang Organisasi dan Tata Kerja;99;laksana teknis bpom atur bpom nomor tahun 2023 tentang organisasi tata kerja;3;0.96522574422502;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;478;2023;BPOM;dokumen_kebijakan;Unit Pelaksana Teknis pada BPOM. Sebagai upaya peningkatan efektivitas pengawasan Obat dan Makanan di;101;unit laksana teknis bpom upaya tingkat efektivitas awas obat makan;3;0.9582367355829938;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;479;2023;BPOM;dokumen_kebijakan;daerah, Kepala BPOM meresmikan 8 Balai POM dan 3 Loka POM diselenggarakan secara terpusat di Kabupaten Kediri tanggal 24 Oktober 2023 dan dihadiri oleh;151;daerah kepala bpom resmi balai pom loka pom selenggara cara pusat kabupaten diri tanggal oktober 2023 hadir;5;0.9720767735460693;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;480;2023;BPOM;dokumen_kebijakan;10 Bupati/Walikota yang diresmikan. Dengan demikian, saat ini terdapat 21 Balai Besar POM, 21 Balai POM, dan 34 Loka POM atau total 76 UPT di Lingkungan BPOM;157;bupati walikota resmi demikian saat dapat balai besar pom balai pom loka pom total upt lingkung bpom;5;0.8481540366993685;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;481;2023;BPOM;dokumen_kebijakan;di 37 provinsi. Gambar 2.4 Acara Peresmian 8 Balai POM dan 3 Loka POM di Kabupaten Kediri;89;provinsi gambar acara resmi balai pom loka pom kabupaten diri;5;0.8934253458467274;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;482;2023;BPOM;dokumen_kebijakan;1.4.4 Pelaksanaan Penilaian Internal Kinerja Unit Penyelenggara Pelayanan Publik;80;laksana nilai internal kerja unit selenggara layan publik;5;0.8272313354645897;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;483;2023;BPOM;dokumen_kebijakan;Sebagai upaya perbaikan penyelenggaraan pelayanan publik pada seluruh unit pelaksana dan penyelenggara pelayanan publik di lingkungan BPOM, telah;145;upaya baik selenggara layan publik seluruh unit laksana selenggara layan publik lingkung bpom telah;5;0.5252116681845971;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;484;2023;BPOM;dokumen_kebijakan;dilakukan Pemantauan dan Evaluasi Kinerja Penyelenggaraan Pelayanan Publik (PEKPPP). Pemantauan kinerja dilakukan dengan indikator yang jelas dan terukur;153;laku pantau evaluasi kerja selenggara layan publik pekppp pantau kerja laku indikator jelas ukur;4;0.6876167365096745;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;485;2023;BPOM;dokumen_kebijakan;mengacu pada Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 29 Tahun 2022 tentang Pemantauan dan Evaluasi;136;acu atur menteri pendayagunaan aparatur negara reformasi birokrasi nomor tahun 2022 tentang pantau evaluasi;4;0.5718605913837252;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;486;2023;BPOM;dokumen_kebijakan;Kinerja Penyelenggaraan Pelayanan Publik yang secara teknis kembali diatur pada Pedoman Menteri PANRB Nomor 1 Tahun 2022 tentang Instrumen dan;142;kerja selenggara layan publik cara teknis kembali atur pedoman menteri panrb nomor tahun 2022 tentang instrumen;3;0.40296099057373214;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;487;2023;BPOM;dokumen_kebijakan;Mekanisme PEKPPP. Terdapat 3 (tiga) jenis kuesioner yang digunakan dalam Penilaian PEKPPP, yaitu:;97;mekanisme pekppp dapat tiga jenis kuesioner guna nilai pekppp;5;0.9299723729547087;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;488;2023;BPOM;dokumen_kebijakan;1. Formulir F-01. Diperuntukkan dan diisi oleh unit penyelenggara pelayanan yang menjadi lokus penilaian, untuk memperoleh data perspektif.;139;formulir untuk isi unit selenggara layan jadi lokus nilai oleh data perspektif;5;0.6676823594887139;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;489;2023;BPOM;dokumen_kebijakan;2. Formulir F-02. Diisi oleh evaluator atau penilai berdasarkan data dukung yang dilampirkan unit penyelenggara pelayanan public dan hasil;138;formulir isi evaluator nilai dasar data dukung lampir unit selenggara layan public hasil;5;0.6825525868877773;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;490;2023;BPOM;dokumen_kebijakan;wawancara dan verifikasi data untuk memperoleh nilai yang objektif. LAPORAN TAHUNAN | 2023 45;93;wawancara verifikasi data oleh nilai objektif lapor tahun 2023;3;0.5402962434610683;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;491;2023;BPOM;dokumen_kebijakan;3. Formulir F-03. Diisi oleh minimal 10 pengguna layanan berdasarkan pengalaman yang bersangkutan dalam menerima pelayanan, untuk;129;formulir isi minimal guna layan dasar alam sangkut terima layan;5;0.9355824829934442;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;492;2023;BPOM;dokumen_kebijakan;memperoleh data persepsi. Dari ketiga formulir tersebut dilakukan pembobotan Formulir F02 dan Formulir;102;oleh data persepsi tiga formulir laku bobot formulir f02 formulir;5;0.6619515004831074;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;493;2023;BPOM;dokumen_kebijakan;F03 untuk mendapatkan nilai Indeks Pelayanan Publik, dengan persentase F02: F03 yaitu 75:25. Pemantauan dan evaluasi kinerja dilakukan dengan 6 (enam);150;f03 dapat nilai indeks layan publik persentase f02 f03 pantau evaluasi kerja laku enam;4;0.5041204025311806;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;494;2023;BPOM;dokumen_kebijakan;aspek penilaian yaitu: 1) Kebijakan Pelayanan;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;495;2023;BPOM;dokumen_kebijakan;Prasarana;;;;;
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;496;2023;BPOM;dokumen_kebijakan;Bagian Tata Usaha Inspektorat Utama, Biro Umum, Biro Sumber Daya Manusia, dan Pusat Pengembangan Sumber Daya Manusia Pengawasan Obat dan;136;bagi tata usaha inspektorat utama biro umum biro sumber daya manusia pusat kembang sumber daya manusia awas obat;3;0.8570738715567232;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;497;2023;BPOM;dokumen_kebijakan;Makanan serta perwakilan dari Tim Kerja Pengembangan Pelayanan Publik, Tim Kerja Organisasi dan Reformasi Birokrasi, dan Tim Kerja Tata Laksana, Biro;149;makan wakil tim kerja kembang layan publik tim kerja organisasi reformasi birokrasi tim kerja tata laksana biro;5;0.5252012872154346;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;498;2023;BPOM;dokumen_kebijakan;Hukum dan Organisasi. Rangkaian kegiatan pelaksanaan PEKPPP BPOM dimulai pada Triwulan I s.d.;93;hukum organisasi rangkai giat laksana pekppp bpom mulai triwulan;5;0.4252533034658869;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;499;2023;BPOM;dokumen_kebijakan;Triwulan III tahun 2023. Sebelum memulai rangkaian kegiatan penilaian, dilakukan terlebih dahulu Workshop Persamaan Persepsi tim penilai pada;141;triwulan iii tahun 2023 belum mulai rangkai giat nilai laku lebih dahulu workshop sama persepsi tim nilai;4;0.5653240909370029;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;500;2023;BPOM;dokumen_kebijakan;tanggal 14 s.d. 15 Maret 2023 yang membahas tentang Pedoman Penilaian PEKPPP 2023. Pada kegiatan ini dihadirkan narasumber eksternal dari Kementerian;149;tanggal maret 2023 bahas tentang pedoman nilai pekppp 2023 giat hadir narasumber eksternal menteri;1;0.37607859355799295;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;501;2023;BPOM;dokumen_kebijakan;PANRB yang menyampaikan materi mengenai Penilaian Formulir F-02 Secara Objektif berdasarkan Pedoman Menteri PANRB Nomor 1 Tahun 2022 agar dapat;143;panrb sampai materi kena nilai formulir cara objektif dasar pedoman menteri panrb nomor tahun 2022 dapat;4;0.6536733606212739;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;502;2023;BPOM;dokumen_kebijakan;meningkatkan pemahaman tim penilai terhadap Pedoman Menteri PANRB Nomor 1 Tahun 2022.;85;tingkat paham tim nilai pedoman menteri panrb nomor tahun 2022;4;0.6582663906832074;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;503;2023;BPOM;dokumen_kebijakan;Gambar 2.5 Workshop Persamaan Persepsi Tim Penilai PEKPPP BPOM Tahun 2023 Rangkaian kegiatan PEKPPP diawali dengan pelaksanaan Entry Meeting PEKPPP;147;gambar workshop sama persepsi tim nilai pekppp bpom tahun 2023 rangkai giat pekppp awal laksana entry meeting pekppp;4;0.35251226930099683;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;504;2023;BPOM;dokumen_kebijakan;di Lingkungan Badan aPOM Tahun 2023 dilaksanakan pada tanggal 24 Mei 2023. 46 LAPORAN TAHUNAN | 2023;100;lingkung badan apom tahun 2023 laksana tanggal mei 2023 lapor tahun 2023;3;0.593004218788651;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;505;2023;BPOM;dokumen_kebijakan;Entry Meeting PEKPPP BPOM dibuka oleh Sekretaris Utama BPOM dan dihadiri oleh Unit Penyelenggara Pelayanan Publik Pusat, Balai Besar POM, Balai POM, Loka;153;entry meeting pekppp bpom buka sekretaris utama bpom hadir unit selenggara layan publik pusat balai besar pom balai pom loka;5;0.7377568853506091;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;506;2023;BPOM;dokumen_kebijakan;POM yang menjadi Pilot project PEKPPP dan Tim Penilai PEKPPP. Pada pembukaan kegiatan, disampaikan arahan kepada seluruh UPP untuk mempersiapkan;144;pom jadi pilot project pekppp tim nilai pekppp buka giat sampai arah kepada seluruh upp siap;5;0.966405221799886;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;507;2023;BPOM;dokumen_kebijakan;data dukung yang sesuai agar dapat memperoleh target IPP BPOM tahun 2023 sebesar 4,35 (atau predikat sangat baik). Diharapkan proses ini akan berdampak;151;data dukung sesuai dapat oleh target ipp bpom tahun 2023 besar predikat sangat baik harap proses akan dampak;3;0.7422004874422613;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;508;2023;BPOM;dokumen_kebijakan;positif pada pelaksanaan reformasi birokrasi BPOM khususnya pada perbaikan pelayanan publik BPOM serta pemerataan pelayanan prima pada seluruh UPP;146;positif laksana reformasi birokrasi bpom khusus baik layan publik bpom perata layan prima seluruh upp;5;0.9649952323659639;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;509;2023;BPOM;dokumen_kebijakan;Penilaian PEKPPP di Lingkungan BPOM dilakukan dengan metode pengisian kuesioner melalui aplikasi evortala.pom.go.id yang rumus perhitungannya telah;147;nilai pekppp lingkung bpom laku metode isi kuesioner aplikasi evortala pom rumus hitung telah;5;0.7013422404322581;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;510;2023;BPOM;dokumen_kebijakan;disesuaikan dengan instrumen pada Pedoman Menteri PANRB Nomor 1 Tahun 2022 Tentang Instrumen dan Mekanisme PEKPPP, serta dilakukan wawancara;140;sesuai instrumen pedoman menteri panrb nomor tahun 2022 tentang instrumen mekanisme pekppp laku wawancara;4;0.4260722516442922;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;511;2023;BPOM;dokumen_kebijakan;dan verifikasi data secara daring. LAPORAN TAHUNAN | 2023 47 Gambar 2.7 Pengisian Formulir F-01 pada aplikasi evortala.pom.go.id;128;verifikasi data cara daring lapor tahun 2023 gambar isi formulir aplikasi evortala pom;5;0.5132416489190136;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;512;2023;BPOM;dokumen_kebijakan;Pengisian formulir F01 oleh UPP dilakukan pada 29 Mei s.d. 7 Juni 2023 pada aplikasi evortala.pom.go.id serta pengisian formulir F03 oleh pengguna layanan;154;isi formulir f01 upp laku mei juni 2023 aplikasi evortala pom isi formulir f03 guna layan;5;0.6953520453360879;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;513;2023;BPOM;dokumen_kebijakan;dari tanggal 29 Mei s.d. 21 Juni 2023. Kemudian dilakukan desk wawancara dan verifikasi data dukung UPP pada 12 s.d. 19 Juni 2023.;130;tanggal mei juni 2023 kemudian laku desk wawancara verifikasi data dukung upp juni 2023;1;0.633077214076985;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;514;2023;BPOM;dokumen_kebijakan;Gambar 2.8 Wawancara dan Verifikasi Data PEKPPP BPOM 48 LAPORAN TAHUNAN | 2023 Setelah proses penilaian selesai dilakukan, dilaksanakan Exit meeting PEKPPP;155;gambar wawancara verifikasi data pekppp bpom lapor tahun 2023 telah proses nilai selesai laku laksana exit meeting pekppp;3;0.3378837431600512;Technological
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;515;2023;BPOM;dokumen_kebijakan;BPOM yang dilakukan secara daring pada tanggal 23 Agustus 2023. Pada pelaksanaan exit meeting PEKPPP BPOM disampaikan Indeks Pelayanan Publik;141;bpom laku cara daring tanggal agustus 2023 laksana exit meeting pekppp bpom sampai indeks layan publik;1;0.6273872947006656;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;516;2023;BPOM;dokumen_kebijakan;(IPP) kepada 57 (lima puluh tujuh) UPP di lingkungan BPOM. Berdasarkan hasil pelaksanaan PEKPPP BPOM tahun 2023, diperoleh rata-rata IPP BPOM sebesar;149;ipp kepada lima puluh tujuh upp lingkung bpom dasar hasil laksana pekppp bpom tahun 2023 oleh rata rata ipp bpom besar;5;0.49450276944207394;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;517;2023;BPOM;dokumen_kebijakan;4,65 (kategori A atau “Pelayanan Prima”) yang merupakan rata-rata pada 52 (lima puluh dua) UPP BPOM di luar 5 (lima) Loka POM pilot project.;140;kategori layan prima rupa rata rata lima puluh dua upp bpom luar lima loka pom pilot project;5;0.7541621670366998;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;518;2023;BPOM;dokumen_kebijakan;Gambar 2.9 Exit meeting PEKPPP BPOM Pelaksanaan PEKPPP BPOM dilakukan pada 18 (delapan belas) UPP pusat, 34;107;gambar exit meeting pekppp bpom laksana pekppp bpom laku delapan belas upp pusat;0;0.5495944081706527;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;519;2023;BPOM;dokumen_kebijakan;(tiga puluh empat) Balai Besar/Balai POM, dan 5 (lima) Loka POM pilot project. Hasil rekapitulasi indeks pelayanan publik UPP BPOM Pusat Tahun 2023 sebagai;155;tiga puluh empat balai besar balai pom lima loka pom pilot project hasil rekapitulasi indeks layan publik upp bpom pusat tahun 2023;5;0.9384319167201908;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;520;2023;BPOM;dokumen_kebijakan;LAPORAN TAHUNAN | 2023 49 Pusat Pengembangan Pengujian Obat dan Makanan Nasional;80;lapor tahun 2023 pusat kembang uji obat makan nasional;3;0.8917606551337539;Political
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;521;2023;BPOM;dokumen_kebijakan;2 Biro Hukum dan Organisasi 4.90 4.60 4.95 Pelayanan Prima Direktorat Pengawasan Obat Tradisional dan;101;biro hukum organisasi layan prima direktorat awas obat tradisional;2;0.554934660611055;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;522;2023;BPOM;dokumen_kebijakan;Suplemen Kesehatan 4 Direktorat Registrasi Pangan Olahan 4.79 4.55 4.83 Pelayanan Prima;87;suplemen sehat direktorat registrasi pangan olah layan prima;2;0.8857975006016615;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;523;2023;BPOM;dokumen_kebijakan;Direktorat Pemberdayaan Masyarakat dan Pelaku Usaha Pangan Olahan 6 Direktorat Standardisasi Pangan Olahan 4.51 4.40 4.81 Pelayanan Prima;137;direktorat daya masyarakat laku usaha pangan olah direktorat standardisasi pangan olah layan prima;2;0.6292512701243145;Social
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;524;2023;BPOM;dokumen_kebijakan;Direktorat Pengawasan Produksi Obat, Narkotika, Psikotropika, dan Prekursor Direktorat Registrasi Obat Tradisional, Suplemen;124;direktorat awas produksi obat narkotika psikotropika prekursor direktorat registrasi obat tradisional suplemen;2;0.9652051957536557;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;525;2023;BPOM;dokumen_kebijakan;Kesehatan, dan Kosmetik 9 Direktorat Pengawasan Peredaran Pangan Olahan 4.89 4.60 4.76 Pelayanan Prima;102;sehat kosmetik direktorat awas edar pangan olah layan prima;2;0.7647395039486412;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;526;2023;BPOM;dokumen_kebijakan;10 Direktorat Registrasi Obat 4.51 4.40 4.71 Pelayanan Prima Direktorat Pemberdayaan Masyarakat dan Pelaku;106;direktorat registrasi obat layan prima direktorat daya masyarakat laku;2;0.6619765157039604;Social
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;527;2023;BPOM;dokumen_kebijakan;11 Usaha Obat Tradisional, Suplemen Kesehatan, dan 4.06 4.25 4.66 Pelayanan Prima;81;usaha obat tradisional suplemen sehat layan prima;2;0.8420472042032634;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;528;2023;BPOM;dokumen_kebijakan;Direktorat Pengawasan Keamanan, Mutu dan Ekspor 12 Impor Obat, Narkotika, Psikotropika, Prekursor, dan 4.45 4.25 4.64 Pelayanan Prima;133;direktorat awas aman mutu ekspor impor obat narkotika psikotropika prekursor layan prima;2;0.9636267352747343;Uncategorized
PPT-Laporan-Tahunan-Badan-POM-Tahun-2023;529;2023;BPOM;dokumen_kebijakan;Zat Adiktif 13 Direktorat Pengawasan Kosmetik 4.66 4.55 4.55 Pelayanan Prima Direktorat Pengawasan Distribusi dan Pelayanan;123;zat adiktif direktorat awas kosmetik layan prima direktorat awas distribusi layan;2;0.958174182696683;Economic
